,team,season,opp,datetime,day_week,week,W/L,ot,record,home/away,team_score,opp_score,1D_gained,team_total_yards,team_pass_yards,team_rush_yards,team_turnover,1D_allowed,opp_total_yards,opp_pass_yards,opp_rush_yards,opp_turnover,offense_expected_points,defense_expected_points,sp_expected_points
107,CHI,2008,DET,2008-11-02 13:02:00,Sun,9,1.0,0,5-3,HOME,27.0,23.0,18.0,320.0,166.0,154.0,2.0,21.0,333.0,280.0,53.0,3.0,0.31,6.97,-4.78
108,CHI,2008,TEN,2008-11-09 13:02:00,Sun,10,0.0,0,5-4,HOME,14.0,21.0,15.0,243.0,165.0,78.0,1.0,19.0,304.0,284.0,20.0,1.0,-9.5,4.77,-3.61
109,CHI,2008,GNB,2008-11-16 13:02:00,Sun,11,0.0,0,5-5,AWAY,3.0,37.0,9.0,234.0,151.0,83.0,1.0,24.0,427.0,227.0,200.0,1.0,-17.83,-18.01,6.64
110,CHI,2008,LAR,2008-11-23 13:00:00,Sun,12,1.0,0,6-5,AWAY,27.0,3.0,18.0,334.0,126.0,208.0,2.0,13.0,207.0,193.0,14.0,4.0,-1.71,24.46,1.51
111,CHI,2008,MIN,2008-11-30 20:15:00,Sun,13,0.0,0,6-6,AWAY,14.0,34.0,10.0,228.0,125.0,103.0,3.0,17.0,378.0,200.0,178.0,1.0,-23.56,0.29,4.61
112,CHI,2008,JAX,2008-12-07 13:02:00,Sun,14,1.0,0,7-6,HOME,23.0,10.0,16.0,296.0,210.0,86.0,1.0,14.0,278.0,159.0,119.0,1.0,-3.97,16.61,-0.17
113,CHI,2008,NOR,2008-12-11 20:14:00,Thu,15,1.0,1,8-6,HOME,27.0,24.0,16.0,226.0,171.0,55.0,3.0,22.0,345.0,226.0,119.0,2.0,-13.17,2.61,13.62
114,CHI,2008,GNB,2008-12-22 20:40:00,Mon,16,1.0,1,9-6,HOME,20.0,17.0,15.0,210.0,136.0,74.0,2.0,20.0,325.0,260.0,65.0,2.0,-9.99,-3.03,16.75
115,CHI,2008,HOU,2008-12-28 13:03:00,Sun,17,0.0,0,9-7,AWAY,24.0,31.0,21.0,294.0,225.0,69.0,1.0,25.0,455.0,328.0,127.0,1.0,8.92,-13.87,-2.26
116,CHI,2009,GNB,2009-09-13 20:30:00,Sun,1,0.0,0,0-1,AWAY,15.0,21.0,18.0,352.0,266.0,86.0,4.0,12.0,226.0,150.0,76.0,0.0,-18.72,8.12,7.85
